asset,time,AdrActCnt,BlkSizeMeanByte,CapMrktCurUSD,CapRealUSD,FlowInExNtv,FlowInExNtv-status,FlowInExNtv-status-time,FlowOutExNtv,FlowOutExNtv-status,FlowOutExNtv-status-time,TxTfrValAdjNtv,NVT,MVRV,ExchNetFlow
eth,2025-03-09 00:00:00+00:00,616335.0,98527.74832402234,243094656904.62448,256341522880.7832,270213.46918474714,flash,2025-03-10T03:51:17.225139000Z,237099.06670794947,flash,2025-03-10T03:51:17.242760000Z,1737610.1036174693,139901.72847092352,0.9483233702160714,33114.402476797666
eth,2025-03-10 00:00:00+00:00,573333.0,117404.53416235853,226696882004.85568,252843142259.35104,811859.2580070964,flash,2025-03-11T03:52:33.467743000Z,738874.4796875223,flash,2025-03-11T03:52:33.490623000Z,4749898.975222308,47726.67443821701,0.8965909851425746,72984.77831957408
eth,2025-03-11 00:00:00+00:00,560914.0,113420.57775604304,231925855926.55225,250787499094.9437,659985.6585872457,flash,2025-03-12T05:32:53.118026000Z,634935.8300458523,flash,2025-03-12T05:32:53.138750000Z,3927665.489549084,59049.289340874726,0.9247903374910614,25049.82854139339
eth,2025-03-12 00:00:00+00:00,586370.0,97465.4684357542,229941295347.69888,249276723281.32428,519069.95874264016,flash,2025-03-13T04:15:18.942392000Z,494833.5238419436,flash,2025-03-13T04:15:18.963764000Z,3173040.3022823343,72467.18397566666,0.9224338811939364,24236.434900696564
eth,2025-03-13 00:00:00+00:00,607478.0,87732.94043799693,224760702915.82736,247277705089.6435,407249.8504353796,flash,2025-03-14T03:52:48.606375000Z,391325.9939307786,flash,2025-03-14T03:52:48.626468000Z,2420925.004782855,92840.83665201651,0.9089404272590882,15923.85650460096
eth,2025-03-14 00:00:00+00:00,624019.0,87186.97723463687,230937974987.02933,246640279016.51807,363987.6971998901,flash,2025-03-15T02:45:28.916052000Z,377423.7145631937,flash,2025-03-15T02:45:28.935373000Z,1898301.528566888,121655.05401103196,0.9363352000244975,-13436.017363303632
eth,2025-03-15 00:00:00+00:00,699041.0,67579.4479006835,233950825948.3177,245850502234.84784,130688.559445461,flash,2025-03-16T02:50:13.866601000Z,163432.6599650325,flash,2025-03-16T02:50:13.886576000Z,1115560.8768236672,209715.87549255503,0.951597917521588,-32744.10051957151
eth,2025-03-16 00:00:00+00:00,616135.0,80954.69375785504,227328411775.82687,243861230129.86896,129483.96345503128,flash,2025-03-17T03:04:57.477050000Z,117348.75338340511,flash,2025-03-17T03:04:57.496282000Z,1092774.7622418068,208028.607203068,0.9322039901740942,12135.210071626165
eth,2025-03-17 00:00:00+00:00,616869.0,86295.55131964809,232541048085.54224,243324434949.60767,406092.44570085086,flash,2025-03-18T04:27:33.034526000Z,385928.4655367612,flash,2025-03-18T04:27:33.054621000Z,2235716.5172124286,104011.86657397992,0.955683090905775,20163.980164089648
eth,2025-03-18 00:00:00+00:00,621708.0,89415.71344702264,232863687031.27032,242703232360.3979,395751.7943041959,flash,2025-03-19T04:01:33.648431000Z,352302.0981487117,flash,2025-03-19T04:01:33.666269000Z,2622839.615170743,88783.0447902211,0.959458531996325,43449.69615548418
eth,2025-03-19 00:00:00+00:00,615315.0,94991.1032411288,248122387915.36484,244769159408.97992,481490.473203939,flash,2025-03-20T03:18:20.890135000Z,602054.8917721584,flash,2025-03-20T03:18:20.909812000Z,2878341.603387021,86203.24551588757,1.013699554774309,-120564.41856821948
eth,2025-03-20 00:00:00+00:00,629660.0,91541.39667690588,238626717826.22784,244231919419.9084,500739.1516090626,flash,2025-03-21T03:44:40.859200000Z,614919.1017833373,flash,2025-03-21T03:44:40.880346000Z,2281099.4690091875,104610.39558694788,0.9770496763609204,-114179.95017427468
eth,2025-03-21 00:00:00+00:00,653476.0,81777.13475473801,237172166228.5624,244105551821.9705,280536.8780358136,flash,2025-03-22T03:13:08.982121000Z,540221.6516713855,flash,2025-03-22T03:13:09.001620000Z,1840256.864906322,128879.92472759265,0.9715967722091602,-259684.77363557188
eth,2025-03-22 00:00:00+00:00,688574.0,70004.46261160713,238700423188.6992,244428730374.98325,163006.53139784365,flash,2025-03-23T03:31:35.485733000Z,137821.9625560288,flash,2025-03-23T03:31:35.507369000Z,1034120.3128480233,230824.6151081834,0.9765645095095976,25184.56884181485
eth,2025-03-23 00:00:00+00:00,644387.0,78916.36795872838,241015835532.71927,244893427843.61737,151838.04185972604,flash,2025-03-24T02:29:48.395662000Z,149590.79463942812,flash,2025-03-24T02:29:48.413506000Z,923843.3349933056,260883.8819348799,0.9841662050915706,2247.247220297926
eth,2025-03-24 00:00:00+00:00,567021.0,119469.90008372872,250192522606.424,246247332472.9708,425845.3664625381,flash,2025-03-25T03:21:54.448465000Z,438748.7946301041,flash,2025-03-25T03:21:54.468648000Z,2185594.1336302245,114473.45998813587,1.0160212502358226,-12903.428167566017
eth,2025-03-25 00:00:00+00:00,599874.0,100771.42517482516,249135726710.16968,246785600882.0897,257315.29907833604,flash,2025-03-26T05:11:23.839305000Z,262413.6894469225,flash,2025-03-26T05:11:23.864308000Z,1609792.172253562,154762.66502240623,1.0095229455028163,-5098.390368586464
eth,2025-03-26 00:00:00+00:00,625606.0,100293.09754738017,241941513301.14886,246235674895.8249,306625.2252490317,flash,2025-03-27T02:18:11.114142000Z,330563.1773962295,flash,2025-03-27T02:18:11.142417000Z,1930389.7535891568,125332.9866941684,0.9825607658334125,-23937.95214719785
eth,2025-03-27 00:00:00+00:00,604866.0,99174.96244065904,241697811513.93155,246146135420.1318,295077.1136097568,flash,2025-03-28T04:15:40.336787000Z,367976.01628083695,flash,2025-03-28T04:15:40.358371000Z,1675473.0740570305,144256.45822446953,0.9819281180319664,-72898.90267108014
eth,2025-03-28 00:00:00+00:00,565035.0,104578.67765363128,228752072541.91656,244345990781.16336,527455.9947346774,flash,2025-03-29T01:50:39.168169000Z,561034.5264679802,flash,2025-03-29T02:28:32.282144000Z,2935177.405081204,77934.66662216553,0.9361809940511252,-33578.531733302865
eth,2025-03-29 00:00:00+00:00,538941.0,97750.2022927443,220018393101.96564,242885503887.41147,176511.8274331876,flash,2025-03-30T03:26:19.676301000Z,168974.13741811825,flash,2025-03-30T04:03:42.309251000Z,1180929.3439675467,186309.53174791465,0.9058523031656688,7537.690015069355
eth,2025-03-30 00:00:00+00:00,573805.0,92640.42616092596,217513615604.0632,241887518906.90903,138511.31430570316,flash,2025-03-31T02:18:36.993936000Z,123597.97216406734,flash,2025-03-31T02:55:55.073873000Z,965594.8440349456,225263.85362118945,0.8992345557431337,14913.342141635818
eth,2025-03-31 00:00:00+00:00,534039.0,104594.62580284836,220008878869.03503,241174439993.32736,452318.08851591113,flash,2025-04-01T02:13:18.517187000Z,433775.2855110994,flash,2025-04-01T02:50:53.915322000Z,2603194.326946809,84514.96555275432,0.9122396174118704,18542.803004811693
eth,2025-04-01 00:00:00+00:00,545849.0,109452.20167480808,230250220602.3688,241746361742.9252,357290.0613068261,flash,2025-04-02T03:20:32.846007000Z,312024.2122237045,flash,2025-04-02T03:58:26.941182000Z,2047703.5951169604,112443.1393056266,0.9524454429937544,45265.849083121575
eth,2025-04-02 00:00:00+00:00,535608.0,106711.80027894002,216644974251.25656,239334886211.68283,346484.6533172028,flash,2025-04-03T03:28:14.695008000Z,399635.2808007893,flash,2025-04-03T03:13:04.853896000Z,1910566.6120235247,113393.04941679208,0.9051959690474966,-53150.62748358655
eth,2025-04-03 00:00:00+00:00,567408.0,98692.71412603043,218828797687.0016,238234505072.4568,376488.6430161333,flash,2025-04-04T05:22:30.272003000Z,413324.96211090765,flash,2025-04-04T05:07:13.749243000Z,2164355.8680768143,101105.7381619256,0.9185436745212324,-36836.31909477431
eth,2025-04-04 00:00:00+00:00,578300.0,80511.59375435661,218766622588.13687,237013809035.33765,294701.61263960786,flash,2025-04-05T02:54:16.689059000Z,346586.9110253185,flash,2025-04-05T02:39:06.029332000Z,1906934.68325879,114721.61291559458,0.923012137894125,-51885.29838571063
eth,2025-04-05 00:00:00+00:00,650544.0,65555.06782268215,217561846864.7088,236148897850.8505,163205.8566719328,flash,2025-04-06T02:51:43.929202000Z,132716.990944255,flash,2025-04-06T02:35:31.083670000Z,929396.9241087552,234089.2693112145,0.9212909687265144,30488.8657276778
